verse-number	original-word	translated-word	not-confirmed	translations	headword
361	ce	cela		ce, ça, lui, cela, ceci, le, il	
361	si	vraiment		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
361	ne	ne		ne, ni, ou, et, sans	
361	sai	sais		sais, connais	
361	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
361	je	je		je, moi	
361	face	fasse		fasse, face	
361	,				
362	Tant	tellement		tant, jusqu'à, tellement, assez, autant, beaucoup	
362	con	que		que, comme, comment, car, avec, con, lorsque	
362	vostre	votre			
362	mari	mari			
362	me	me		me, moi	
362	hace	hait		haïsse, hait	
362	.				
363	Mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
363	fet	fait		fait, commis, faits, envoie	
363	grant	grand		grand, grande, gros, bon, toute	
363	pechié	péché			
363	qu'i	qu'il			
363	me	me		me, moi	
363	het	hait			
363	,				
364	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
364	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
364	mens	ma			
364	cors	personne		personne, corps, course, cors, courant, relique	
364	mal/mal_dahez	damnée		malheureux, damnée	
364	dahez/mal_dahez	_EMPTY_			
364	et	et		et, ni, Et	
365	S'onques	si jamais			
365	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
365	fis	ai fait		ai fait, sûr	
365	chose	chose			
365	nisune	moindre			
366	Dont	dont		dont, donc, alors, d'où, donne, si	
366	me	me		me, moi	
366	deüst	devrait			
366	porter	porter		porter, emporter	
366	rancune	rancune			
366	.				
367	Por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
367	ce	cela		ce, ça, lui, cela, ceci, le, il	
367	n'os	n'ose			
367	vers	envers		vers, envers, contre, vert	
367	vos	vous		vous, vos, votre	
367	reperier	fréquenter			
367	,				
368	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
368	m'en	m'en			
368	puis	peux		puis, puits, depuis, peux, ainsi, ensuite, alors	
368	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
368	forment	fortement		fortement, rudement, beaucoup, durement	
368	irier	mettre en colère			
368	.				
369	Je	je		je, moi	
369	vos	vous		vous, vos, votre	
369	aim	aime			
369	,				
369	dist/dist_il	dit-il			
369	il/dist_il	_EMPTY_			
369	,				
369	par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
369	amors	amour			
369	,				
370	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
370	en	en		en, dans, sur, à, de, dans le, on, au	
370	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
370	fait	fait		fait, croit	
370	maintes	nombreuses			
370	clamors	plaintes		plaintes, cris	
371	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
371	ceste	cette		cette, celle-ci	
371	terre	contrées		terre, contrées	
371	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
371	ses	ses		ses, sais, les, ces, son	
371	amis	amis			
371	,				
372	Et	et		et, ni, Et	
372	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
372	lor	leur			
372	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
372	avoir	argent		avoir, bien, fortune, argent	
372	pramis	promis			
373	Por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
373	moi	me		moi, me	
373	fere	faire		faire, livrer, rendre	
373	laidure	tort			
373	et	et		et, ni, Et	
373	honte	honte			
373	.				
374	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
374	dites	dites			
374	moi	moi		moi, me	
374	,				
374	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
374	moi	moi		moi, me	
374	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
374	monte	vaut		monte, vaut	
375	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
375	vos	vous		vous, vos, votre	
375	requerre	demander			
375	tel	tel		tel, tellement, quiconque, telle, cette	
375	folie	folie		folie, paroles insensées, se trompe	
375	?				
376	Certes	sérieusement		certainement, certes, vraiment, pour sûr, sûrement, sérieusement	
376	je	je		je, moi	
376	nel	ne le			
376	feroie	ferais			
376	mie	pas		pas, point, miette, pas du tout, milieu, du tout, rien du tout, rien, très	
376	,				
377	Ne	et		ne, ni, ou, et, sans	
377	tel	telle		tel, tellement, quiconque, telle, cette	
377	parole	parole		parole, parle, parlé	
377	n'est	n'est			
377	pas	pas			
377	bele	belle		belle, chère	
377	.				
377	»				
378	Quant	quand		quand, comme, autant, lorsque	
378	Hersent	Hersent			
378	entent	entend		entend, écoute, applique	
378	la	la		la, là, là-bas, entendit, nos	
378	novele	nouvelle			
378	,				
379	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
379	mautalent	colère		colère, dépit, animosité, irritation	
379	tressue	transpire		couverte de sueur, transpire	
379	et	et		et, ni, Et	
379	art	brûle		ruse, brûle, manière	
379	.				
380	«				
380	Conment	comment		comment, quoi	
380	,				
380	fet/fet_ele	fait-elle			
380	ele/fet_ele	_EMPTY_			
380	,				
380	sire	seigneur		seigneur, sire, Sire, Seigneur	
380	Renart	Renart			
380	,				
381	Est	est		est, a	
381	en	en		en, dans, sur, à, de, dans le, on, au	
381	dont	donc		dont, donc, alors, d'où, donne, si	
381	parole	parole		parole, parle, parlé	
381	tenue	tenu			
381	?				
382	Certes	pour sûr		certainement, certes, vraiment, pour sûr, sûrement, sérieusement	
382	mar	vraiment		vraiment, pour son malheur, pour leur malheur, mal, à tort	
382	i	en		y, en, là	
382	fui	suis		ai été, fui, suis	
382	mescreüe	soupçonné à tort			
382	.				
383	Tel	quiconque		tel, tellement, quiconque, telle, cette	
383	cuide	s'imagine		s'imagine, pense, croit	
383	sa	sa		sa, avec	
383	honte	honte			
383	vengier	venger			
383	,				
384	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
384	acroist	accroît			
384	son	son		son, sien, haut, ses, air, à lui	
384	grant	grand		grand, grande, gros, bon, toute	
384	encombrier	embarras		ennui, obstacle, embarras	
384	.				
385	Ne	ne		ne, ni, ou, et, sans	
385	m'est	m'est			
385	or	donc		maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
385	pas	pas			
385	honte	honte			
385	nel	ne le			
385	die	dire		dire, dise, parle, dis, dit	
385	,				
386	Onques	jamais		jamais, toujours, déjà	
386	n'i	n'y			
386	pensai	ai pensé			
386	vilanie	de mal		vilenie, de mal	
386	.				
387	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
387	por	à cause de		pour, par, à cause de, parce, à propos, à cause, puis, vers	
387	ce	ce		ce, ça, lui, cela, ceci, le, il	
387	qu'il	qu'il		qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
387	s'en	s'en		s'en, si on	
387	est	est		est, a	
387	clamez	clamé		plaint, appelé, clamé, déclaré	
387	,				
388	Voil	veux		veux, volonté	
388	ge	je			
388	certes	vraiment		certainement, certes, vraiment, pour sûr, sûrement, sérieusement	
388	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
388	vos	vous		vous, vos, votre	
388	m'amez	m'aimiez			
388	,				
389	Si	donc		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
389	revenez	revenez			
389	sovent	souvent			
389	a	auprès de		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
389	mi	moi		mes, moi, me	
389	,				
390	Et	et		et, ni, Et	
390	ge	je			
390	vos	vous		vous, vos, votre	
390	tendré	tiendrai			
390	por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
390	ami	ami		amis, ami	
390	.				
391	Acolez	prenez dans les bras			
391	moi	moi		moi, me	
391	,				
391	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
391	me	me		me, moi	
391	besiez	embrassez			
391	.				
392	Or	maintenant		maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
392	en	en		en, dans, sur, à, de, dans le, on, au	
392	estes	soyez		êtes, soyez	
392	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
392	eesiez	tranquille			
392	:				
393	Ci	il		ici, là, il, ce	
393	n'a	n'a pas		n'a pas, ni à, n'y a, n'a, ou en	
393	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
393	encuser	accuser			
393	nos	nous		nous, nos	
393	doie	puisse		doit, dois, puisse	
393	.				
393	»				
394	Renart	Renart			
394	en	en		en, dans, sur, à, de, dans le, on, au	
394	demainne	manifeste		manifeste, pouvoir, possède	
394	grant	grande		grand, grande, gros, bon, toute	
394	joie	joie			
395	Et	et		et, ni, Et	
395	vient	vient		vient, monte, va, arrive	
395	avant	en avant		en avant, devant, avant, encore, d'abord	
395	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
395	l'a	l'a			
395	besie	embrassé			
395	.				
396	Hersent	Hersent			
396	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
396	la	la		la, là, là-bas, entendit, nos	
396	cuisse	cuisse			
396	haucie	levé			
396	,				
397	A	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
397	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
397	mout	beaucoup		très, beaucoup, fort, trop, longtemps, tout, plus	
397	plesoit	plaisait			
397	cel	ce		ce, cette	
397	ator	jeu			
397	.				
398	Et	et		et, ni, Et	
398	Renart	Renart			
398	s'en	s'en		s'en, si on	
398	ist	va		sort, va	
398	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
398	la	la		la, là, là-bas, entendit, nos	
398	tor	tour		tour, taureau	
398	,				
399	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
399	crient	craint		craint, craigne	
399	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
399	Ysengrin	Ysengrin			
399	ne	ne		ne, ni, ou, et, sans	
399	viengne	vienne			
399	,				
400	Et	et		et, ni, Et	
400	mout	fort		très, beaucoup, fort, trop, longtemps, tout, plus	
400	doute	redoute		redoute, crainte	
400	qu'il	qu'il		qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
400	n'i	n'y			
400	sorviengne	surprenne			
400	.				
401	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
401	neporquant	néanmoins		cependant, néanmoins	
401	ainz	avant		avant, plutôt, au contraire, mais, en fait	
401	qu'il	qu'il		qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
401	s'en	s'en		s'en, si on	
401	isse	aille		sortir, aille	
401	,				
402	Vient	va		vient, monte, va, arrive	
402	as	vers les		aux, as, avec les, pour, des, au, vers les, avez	
402	loviaus	louveteaux			
402	,				
402	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
402	les	leur		les, celles de, à côté, laisse, héritage, leur, légué	
402	compisse	pisse dessus			
403	Si/si_con	ainsi que		ainsi que, alors que, dés que	
403	con/si_con	_EMPTY_			
403	il	il		il, ils, lui	
403	erent	ont été		étaient, ont été	
403	arengié	arrangé			
403	,				
404	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
404	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
404	tout	tout			
404	pris	pris		pris, prix, appris, mis, prisonnier	
404	et	et		et, ni, Et	
404	tot	tout		tout, tous	
404	mengié	mangé			
404	,				
405	Et	et		et, ni, Et	
405	gete	jette			
405	fors	dehors		dehors, hors, sauf, excepté, fort, en forme, forte, en dehors de, en dehors	
405	quant/quant qu'il	tout ce qu'il			
405	qu'il/quant qu'il	_EMPTY_			
405	i	y		y, en, là	
405	trouve	trouve			
405	,				
406	Tote	toute		toute, tout	
406	la	la		la, là, là-bas, entendit, nos	
406	viez	vieille		vieille, vieux, vieille date	
406	char	viande		viande, chair	
406	et	et		et, ni, Et	
406	la	la		la, là, là-bas, entendit, nos	
406	nove	fraîche			
406	.				
407	Ses	les		ses, sais, les, ces, son	
407	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
407	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
407	lor	leur			
407	lis	lit			
407	abatuz	fait tombé			
408	Et	et		et, ni, Et	
408	laidengiez	injurié			
408	et	et		et, ni, Et	
408	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
408	batuz	battu			
408	,				
409	Autresi/autresi_con	de même que			
409	con/autresi_con	_EMPTY_			
409	s'il	s'il			
409	fust	était		fut, serait, fût, était	
409	lor	leur			
409	mestres	maître			
409	.				
410	Ses	les		ses, sais, les, ces, son	
410	clainme	traite		appelle, plaint, traite	
410	avostre	bâtard			
410	et	et		et, ni, Et	
410	filastres	illégitimes			
411	Priveement	sans témoin		sans témoin, en cachette, dans l'intimité, en secret	
411	conme	comme			
411	celui	celui		celui, lui, personne	
412	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
412	ne	ne		ne, ni, ou, et, sans	
412	se/se_doute	a peur		a peur, se doute	
412	doute/se_doute	_EMPTY_			
412	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
412	nului	personne			
413	Fors/fors_que	à condition que		rien que, à condition que	
413	que/fors_que	_EMPTY_			
413	dame	dame		dame, mère, madame	
413	Hersent	Hersent			
413	s'amie	son amie			
414	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
414	ne	ne		ne, ni, ou, et, sans	
414	l'en	l'en		l'on, l'en, lui en	
414	descoverra	dévoilera			
414	mie	rien du tout		pas, point, miette, pas du tout, milieu, du tout, rien du tout, rien, très	
414	.				
415	Les	les		les, celles de, à côté, laisse, héritage, leur, légué	
415	loviax	louveteaux		louveteaux, louvetaux	
415	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
415	lessiez	laissé		laissiez, laissez, laissé	
415	plorant	pleurant		pleurant, implorant	
415	.				
416	Dame	dame		dame, mère, madame	
416	Hersent	Hersent			
416	lor	leur			
416	vint	vient		vint, arrive, arriva, vienne, vient	
416	devant	au devant		devant, avant, au devant	
416	,				
417	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
417	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
417	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
417	blandiz	caressé			
417	et	et		et, ni, Et	
417	proiez	supplié			
417	:				
418	«				
418	Enfanz	enfants			
418	,				
418	dist/dist_ele	dit-elle			
418	ele/dist_ele	_EMPTY_			
418	,				
418	ne	ne		ne, ni, ou, et, sans	
418	soiez	soyez		soyez, coupé	
419	En	en		en, dans, sur, à, de, dans le, on, au	
419	vostre	votre			
419	cuer	coeur		cœur, coeur, son courage	
419	si	si		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
419	fel	perfide		perfide, félon, sale	
419	ne	et		ne, ni, ou, et, sans	
419	sot	sot		sait, sot, connaît, se rendit compte, sache	
420	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
420	vostre	votre			
420	pere	père		père, parait, Pierre	
420	en	en		en, dans, sur, à, de, dans le, on, au	
420	sache	sache		sache, tire, connaît	
420	mot	mot			
420	,				
421	Ne	ne		ne, ni, ou, et, sans	
421	ja	jamais		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
421	ne	ne		ne, ni, ou, et, sans	
421	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
421	soit	soit		soit, ni	
421	conneü	appris		reconnu, appris	
422	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
422	Renart	Renart			
422	soit	soit		soit, ni	
422	çaiens	ici		à l'intérieur, ici	
422	venu	venu		venu, venus	
422	.				
423	—				
423	Qu'est	quoi		qu'est, quoi	
423	?				
423	deable	diable			
423	,				
423	nos	nous		nous, nos	
423	celerons	cacherons			
424	Renart	Renart			
424	le	le		le, lui, la	
424	rous	roux		roux, rouquin	
424	,				
424	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
424	tant	tant		tant, jusqu'à, tellement, assez, autant, beaucoup	
424	haons	haïssons			
425	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
425	mort	mort		mort, tué	
425	,				
425	qu'avez	qu'avez			
425	ci	ici		ici, là, il, ce	
425	receü	reçu			
426	Et	et		et, ni, Et	
426	nostre	notre		nos, notre	
426	pere	père		père, parait, Pierre	
426	deceü	trompé			
426	,				
427	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
427	en	en		en, dans, sur, à, de, dans le, on, au	
427	vos	vous		vous, vos, votre	
427	avoit	avait			
427	sa	sa		sa, avec	
427	fiance	confiance		confiance, promesse	
427	?				
428	Ja	jamais		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
428	,				
428	se	si		se, si, que, aussi vrai que, le, sais, ainsi	
428	Dieu	Dieu			
428	plest	plaît			
428	,				
428	tele	telle		telle, certaine	
428	viltance	infamie			
429	Dont	dont		dont, donc, alors, d'où, donne, si	
429	nos	nous		nous, nos	
429	somes	sommes			
429	si	tant		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
429	laidengié	injurié			
430	Ne	ne		ne, ni, ou, et, sans	
430	remaindra	restera			
430	ne	ni		ne, ni, ou, et, sans	
430	soit	soit		soit, ni	
430	vengié	vengé			
430	.				
430	»				
431	Renart	Renart			
431	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
431	oï	a entendu		entendu, entendit, a entendu, entend	
